Frequency (Hz),Channel 1 level (dBFS),Channel 2 level (dBFS)
47,-2.0675196036729115,-2.052760831494746
48,-2.008005140794853,-1.996383572327388
48,-2.026383567628418,-2.0136732762469602
49,-1.9201129343477081,-1.9061295489370167
50,-1.8632574257949113,-1.849650341141988
50,-1.8635258470986287,-1.8488012505675684
51,-1.877173974479435,-1.8633676472088343
52,-1.7092923845038648,-1.6902142247200267
52,-1.6574817209822186,-1.6430808108346966
53,-1.7922233226555306,-1.775709557541406
54,-1.6968443697756896,-1.6789876623622835
54,-1.5920088720064456,-1.5743260657046392
55,-1.5588072861640265,-1.5415225009866687
56,-1.5802973318839157,-1.5622660489604847
56,-1.5297784599110926,-1.5107988407514625
57,-1.486517946161376,-1.4656911092638065
58,-1.465464019087121,-1.4442111965282072
58,-1.468773723162573,-1.448614238709479
59,-1.4077909165038047,-1.3867826714189917
60,-1.3656435050779692,-1.3460747964498552
61,-1.3837068383587372,-1.3600429081638534
61,-1.2958540890189933,-1.273734800358799
62,-1.3550937384422532,-1.3342434788142299
63,-1.1998353067161691,-1.1793128675249704
64,-1.1519625986236477,-1.1283493908534314
64,-1.1766361607596991,-1.1555133328625118
65,-1.2464982999067065,-1.2238390317453636
66,-1.2293734380751005,-1.2042072393324244
67,-1.0913574092319882,-1.06803876051229
67,-1.1604990257643788,-1.1346307859625675
68,-1.0801833627563635,-1.055837966718867
69,-1.096244011638185,-1.0728867340236787
70,-1.0535489762436692,-1.0281726085432839
71,-1.0105168761730345,-0.9871486280254453
72,-0.980904169423475,-0.9534523081025164
72,-1.022058194246112,-0.9983994981957363
73,-0.9570924577459357,-0.9313378632886709
74,-0.9851556996177795,-0.9578592702161242
75,-0.8672544239011151,-0.841370349382033
76,-0.8319119482662556,-0.8076883315804606
77,-0.9435918129616194,-0.9153714374614239
78,-0.8644468619812535,-0.836147732255716
79,-0.8146923832161086,-0.7878214201813893
80,-0.8300898978320221,-0.8025612473429709
80,-0.8403884024581014,-0.8139330486666427
81,-0.7937115698426638,-0.7656205327558059
82,-0.7876069082447028,-0.7594767151187956
83,-0.7795628059344493,-0.7524017160532308
84,-0.7366854803851473,-0.7064911884795384
85,-0.7426585992448267,-0.7138943796955921
86,-0.689365988157169,-0.6594123786024486
87,-0.7406982861356664,-0.7112836232777671
88,-0.6413580332345941,-0.6124081574959135
89,-0.6528576687428931,-0.6245673720992322
90,-0.7027429863191514,-0.6720895824706776
91,-0.6242625073648025,-0.5915140033896211
92,-0.6554900407763373,-0.6252809665638868
93,-0.6249455594969051,-0.5955671255999517
94,-0.6099710645711447,-0.5800006905991086
96,-0.5638480933229548,-0.5328312399149482
97,-0.6075466216847687,-0.5757056658695543
98,-0.5323965626570821,-0.5010897021510239
99,-0.5156684131655105,-0.4837593893165675
100,-0.5788016408116707,-0.5457661229467998
101,-0.5692997063301259,-0.5373758325293156
102,-0.5015915026805562,-0.469542862385282
103,-0.5279311587528017,-0.4955680988190725
105,-0.4916288930160988,-0.4595287251901361
106,-0.4903732421156999,-0.45630485295726686
107,-0.47279638234409127,-0.44115782695858385
108,-0.4607313299030622,-0.4262532934359893
109,-0.4738220943069358,-0.44163632735178915
111,-0.47988656884303715,-0.44790975387784293
112,-0.40683637330203926,-0.3717014534429923
113,-0.42089042708202395,-0.38703868800477803
114,-0.44115681559753384,-0.41036682017606374
116,-0.406333895333745,-0.373145025570631
117,-0.4018966094945613,-0.36770693482555483
118,-0.3988445829717717,-0.3653291260535001
119,-0.3813766257437097,-0.3485557478150776
121,-0.38945124966278577,-0.35634199561765456
122,-0.3513855796655605,-0.31754999516672733
123,-0.33993462775121763,-0.30594983318286495
125,-0.36463295597575307,-0.32947591635578366
126,-0.3364479279891821,-0.30205063814522504
128,-0.33803325704744047,-0.30406673008166507
129,-0.33303274117224646,-0.2999033984234796
130,-0.3308654794991108,-0.29517943151610115
132,-0.32479523907846897,-0.2911144096228142
133,-0.3173741095294158,-0.28303770852691024
135,-0.3133445461382127,-0.2795415828381209
136,-0.29676929763146553,-0.26187736878340395
138,-0.2892899569386813,-0.252812530441636
139,-0.2874171863534505,-0.2518464500240958
141,-0.28001768667587257,-0.24388767064208494
142,-0.27826185524739167,-0.243102473079146
144,-0.27050556907988543,-0.2327388773834418
145,-0.27468713480872786,-0.23734161393571895
147,-0.2524832296487691,-0.21723259145576712
149,-0.2477615183697086,-0.21261305091135974
150,-0.2505010287531011,-0.21379547276123745
152,-0.24141575936635018,-0.2062060267543524
153,-0.2388101369526492,-0.20318497308433336
155,-0.23261418288376667,-0.19785297770006416
157,-0.2267828111360659,-0.1891931127325579
158,-0.22631730243046988,-0.18897768599432396
160,-0.2180967818486872,-0.1799947139326017
162,-0.2134475064316952,-0.17679168173582482
164,-0.20902027295342496,-0.1724430283990417
165,-0.2065298009888341,-0.17075707578765265
167,-0.19962780671341385,-0.16210730949137186
169,-0.1957575002730909,-0.16007848260935553
171,-0.19201184653088976,-0.1557692678013316
173,-0.19087779651970127,-0.15314070547593328
174,-0.18765720530396202,-0.14930162003776548
176,-0.18275711798480554,-0.1461399189771635
178,-0.17479313573073085,-0.1381103977077771
180,-0.18159040553728723,-0.14454134327405832
182,-0.16612410942708955,-0.12878132226917316
184,-0.15760128047512367,-0.11848750792191787
186,-0.16511079012767027,-0.12761270476777664
188,-0.15807977961545028,-0.12150069090281335
190,-0.15977228641116437,-0.12100238370067729
192,-0.14316973760697316,-0.10446589764997682
194,-0.15658270205984692,-0.120765575084679
196,-0.15394999099948325,-0.11521023827206012
198,-0.14489093251121155,-0.10682733159935065
200,-0.14246734671632133,-0.10371226863915872
202,-0.1293372139143072,-0.09010476100263798
204,-0.14417931009152074,-0.10577552284199943
207,-0.13174861009840022,-0.0957865674865861
209,-0.1293286061790173,-0.08994111376234137
211,-0.1276527955987916,-0.08925115052674037
213,-0.1287054048892191,-0.09032851507347228
215,-0.11464203997831657,-0.0763235544033316
218,-0.12425035054563871,-0.08571433720245203
220,-0.12398833973320755,-0.08518095139533699
222,-0.11942833468353342,-0.08001410543989085
225,-0.10388461386560799,-0.06365761525353264
227,-0.1261507732936913,-0.08852779990753668
229,-0.08726855201463302,-0.048677473168874386
232,-0.11552736055783797,-0.07572371885788165
234,-0.1037970854591812,-0.06432759054134696
237,-0.09343739517803584,-0.056289361662285486
239,-0.12378229732174084,-0.08400304736914421
242,-0.08004685593647487,-0.04099256729345768
244,-0.10666462582763891,-0.06865660904848703
247,-0.09214043311784259,-0.051848675303117986
249,-0.09633294920521784,-0.055485022645241244
252,-0.1143814839813011,-0.07339632935231322
255,-0.08748038302306327,-0.04738004444438104
257,-0.09250537996655162,-0.05299079931609896
260,-0.0792874207357821,-0.03946852799138156
263,-0.0867803464074468,-0.04753220845409789
265,-0.08716500208050348,-0.04945923462786617
268,-0.08017320919913917,-0.04097952800797877
271,-0.08388362239480962,-0.04374541557469325
274,-0.07433344775479256,-0.03460668513922727
277,-0.08507494868218402,-0.04579970380210163
280,-0.07382368689457763,-0.03349606611313316
282,-0.07864669229370946,-0.03763728924100995
285,-0.07750768540579145,-0.03874958369183723
288,-0.0626104838069903,-0.022810739608965847
291,-0.07802309322395651,-0.03784205274978447
294,-0.06927867917934982,-0.02743420368256899
297,-0.08114366927052252,-0.04127211088109917
300,-0.05889260141471908,-0.01943918701338454
304,-0.06869911420957919,-0.02856122440697817
307,-0.06322236999429265,-0.022161660522932003
310,-0.06808165163623059,-0.02795901552485347
313,-0.0693730780095354,-0.029119824335541722
316,-0.06431094782029412,-0.023806641558294928
320,-0.061140438431763755,-0.02013294419060685
323,-0.061424512378789764,-0.018608566008768257
326,-0.06238742265376018,-0.022684378476466982
330,-0.061356353930265506,-0.019863485441642403
333,-0.06278486926655802,-0.021485686975212914
336,-0.05941426481142642,-0.017061296674595994
340,-0.059107871136880874,-0.018210160590046875
343,-0.059789732484295754,-0.017833565654601813
347,-0.05669052416500442,-0.016160134230604584
350,-0.0559180946384803,-0.014895606191231536
354,-0.056697891892986796,-0.016755437546580154
358,-0.05005535144267803,-0.009323982900141914
361,-0.056422969328849604,-0.015056927611808213
365,-0.05410622904185303,-0.01327783523648396
369,-0.0653818383848499,-0.0224164347340281
373,-0.05557237308021712,-0.01374719619441489
376,-0.05470591146993975,-0.013531549768594608
380,-0.05664511222348523,-0.014835547698410778
384,-0.046352132835652426,-0.00487478299052313
388,-0.0555062744614947,-0.014163711607801055
392,-0.044302008737725274,-0.00139067743321597
396,-0.05372280773694804,-0.01198859868367208
400,-0.049438651886142715,-0.006885925001537174
404,-0.05405550467675635,-0.011603376554488953
408,-0.05666298513455281,-0.014717982398344986
413,-0.04714036231315788,-0.004139068029138215
417,-0.06110996343686814,-0.019761141485734157
421,-0.04886834197422729,-0.006591669328879668
425,-0.057059086415343074,-0.014861096949333685
430,-0.04516999129117227,-0.002165907406326717
434,-0.05272689305221956,-0.00972938281875635
439,-0.04194511198256201,0.0
443,-0.05221635919760548,-0.010162297358754735
448,-0.05175989502080203,-0.008912694636370233
452,-0.0609637270371044,-0.016853085152351177
457,-0.05271299937469376,-0.0076883344956408806
461,-0.04358193163836965,-0.001881782332022297
466,-0.05539975456776425,-0.012214663668824954
471,-0.04933658186202905,-0.005523358671815082
476,-0.055442995574764176,-0.012938138443778335
480,-0.05131149379433175,-0.008093147339641504
485,-0.050857266429610526,-0.00845173882871375
490,-0.05473771009685002,-0.010615506493099502
495,-0.05255825740325637,-0.008935835269294756
500,-0.05423526743600959,-0.010661940073491749
505,-0.05391920743975209,-0.010740899340230925
511,-0.05112728219135931,-0.007229508170176757
516,-0.055928632460213734,-0.010917695144374129
521,-0.05690801357366748,-0.013272597691028842
526,-0.05425765263793103,-0.011288639303730363
532,-0.057930327617079946,-0.012482067519793638
537,-0.05702751928398442,-0.013130679980458027
542,-0.05821412002470083,-0.013373021396933638
548,-0.05712138476354767,-0.01302850813194567
553,-0.05796293142827036,-0.01419479011484892
559,-0.06130532570487457,-0.017019794417392653
565,-0.05737630547270278,-0.01243025427947142
570,-0.06355641395222111,-0.018980554050275877
576,-0.06421051036407377,-0.019435780696980487
582,-0.053216093552935106,-0.008222314224106242
588,-0.06685905851780038,-0.02115864607831064
594,-0.0621202364102702,-0.016533838732317285
600,-0.06329166360921246,-0.0182493430980184
606,-0.06884515711551664,-0.024182270643606785
612,-0.06330373334851913,-0.01731535465959766
618,-0.07046844539748331,-0.025578689870386917
625,-0.06528711604012649,-0.019557130433565106
631,-0.06717704576993899,-0.02140416491753161
637,-0.07925082642301007,-0.03327678596219563
644,-0.07236376996029037,-0.02590638155228131
650,-0.07635109392977757,-0.03163998014118352
657,-0.07327638336096776,-0.027915846120779797
663,-0.06718210167502381,-0.020957756583455556
670,-0.07927430900669918,-0.031241502268403387
677,-0.07573329474944845,-0.02895433901276956
684,-0.08099730684441298,-0.03538705658855612
690,-0.07860548809804868,-0.03197240789852707
697,-0.08387263751700846,-0.037205938224103896
704,-0.08312808226012791,-0.035792903013664557
712,-0.08354374345242377,-0.03660438177786496
719,-0.08541910145290821,-0.038581881095012704
726,-0.08570942002195014,-0.038481486850290736
733,-0.08860889770729585,-0.04101250962447622
741,-0.0917491891433615,-0.04400082378792014
748,-0.09129393690244214,-0.04343513649391184
756,-0.09195056191624129,-0.044519885373554224
763,-0.09417120790057609,-0.04682610999514658
771,-0.09500603040324052,-0.045543052822866414
779,-0.09364601264306494,-0.04664503292414146
787,-0.10145698718148743,-0.05327780356991596
794,-0.0966376663786983,-0.047228544358947744
802,-0.10356230409372458,-0.054439550174173235
811,-0.11022855708464174,-0.06069653489620386
819,-0.10535716774125703,-0.05548051405762333
827,-0.10873852861943778,-0.059212821544678995
835,-0.11055642531193577,-0.06117360434098451
844,-0.11330068413454608,-0.0631249358834669
852,-0.11443818643452985,-0.06232464446296859
861,-0.11986345233727302,-0.07005035074256494
869,-0.12075298217037123,-0.06968925815045957
878,-0.11963254492804865,-0.06953126200373205
887,-0.12174836394581767,-0.07096553599907196
896,-0.12989102965683674,-0.07884740869373363
905,-0.12875062942874038,-0.07651303109503971
914,-0.13037357958540507,-0.07945407116409164
923,-0.13300099340041704,-0.08160219307671035
932,-0.1280218398000148,-0.07546858112983301
942,-0.14184080656446518,-0.09009825602558941
951,-0.14021632030052444,-0.08841032751672095
961,-0.14266386964188982,-0.08939719570190174
970,-0.14465355180167627,-0.09094520037175613
980,-0.14421847697739043,-0.09132848216191558
990,-0.15874452411927198,-0.1058877471982127
1000,-0.15604888361029268,-0.10341980627353031
1010,-0.15775807895313143,-0.10465670341530764
1020,-0.15929370877423032,-0.10548614018329872
1030,-0.16059468555162937,-0.1067932342207163
1040,-0.16076313451903612,-0.10648652917624712
1051,-0.1634325371537546,-0.10975077392394006
1061,-0.1657886341485657,-0.11123360160388174
1072,-0.1763854154567568,-0.1210276187301833
1083,-0.17941795644253844,-0.1239468788254694
1093,-0.18570236709598298,-0.1298435614575162
1104,-0.1831578287092075,-0.1277397762963446
1115,-0.19049640153668435,-0.1347492608633445
1127,-0.19010915553971408,-0.13486344166022235
1138,-0.19343308701823858,-0.13674909240437572
1149,-0.19771950875332944,-0.14033792954656565
1161,-0.20210876270928058,-0.14461258539813038
1172,-0.2035792779385801,-0.1458975866041694
1184,-0.20748158086260915,-0.14955335583566942
1196,-0.21074250609144762,-0.1535459321321655
1208,-0.21516141325816385,-0.15626666738263673
1220,-0.21966621094906458,-0.16016724232521806
1232,-0.22271804546099183,-0.16391242122607252
1244,-0.226848892956097,-0.168612426892623
1257,-0.23289009477399247,-0.17348822326568758
1269,-0.23768982450048348,-0.17833756322910688
1282,-0.23877752786193618,-0.1781561487020955
1295,-0.23845509960392697,-0.17840686214265844
1308,-0.2417998502972356,-0.18133756099162746
1321,-0.2426341269598522,-0.18170155275681044
1334,-0.25170428422541313,-0.1906319892418029
1347,-0.25622159449279547,-0.19510336654606686
1361,-0.2627480899818,-0.2010902360500726
1374,-0.27068545385671605,-0.20828966040338237
1388,-0.27592428890346454,-0.21337410444022886
1402,-0.26887607943388314,-0.2066153462737086
1416,-0.2753341990706133,-0.21280659826332293
1430,-0.28410991452856926,-0.22081909259056687
1444,-0.2931565129792295,-0.2300108227691302
1459,-0.28512887650378715,-0.221156557706907
1473,-0.2894938850569968,-0.22478093088426832
1488,-0.3017628987151797,-0.23715465127423396
1503,-0.3135068600883919,-0.24791821438118866
1518,-0.30292074375055655,-0.2374361572370418
1533,-0.31286376405015837,-0.24709829337975364
1548,-0.3229150270179044,-0.2567908652202817
1564,-0.3330778581106566,-0.2664695367201242
1579,-0.32688232273001283,-0.25996114158957795
1595,-0.33840400174035956,-0.2708377182582957
1611,-0.35070224691988194,-0.28389871909718245
1627,-0.3446486181989208,-0.2767907602550359
1643,-0.3543711295544334,-0.28586223190295
1659,-0.35091438888418836,-0.28207299087663884
1676,-0.3636677502748178,-0.2944261057510591
1693,-0.37206256054576237,-0.30287942363514375
1709,-0.3697332846078645,-0.2999324319155363
1726,-0.3856977260751222,-0.3155000526047296
1744,-0.3809255772183562,-0.31076477582041306
1761,-0.39598589390283045,-0.3255468389131675
1779,-0.39237316541168177,-0.3197570386243189
1796,-0.4088181866004508,-0.33656968816390354
1814,-0.40240708525633284,-0.32980632564539025
1832,-0.4186078261181301,-0.34609885897973136
1850,-0.4172239518121712,-0.3438099208150396
1869,-0.43518468395305554,-0.36221637293764886
1887,-0.4312762523455387,-0.358101714190866
1906,-0.4290652121320244,-0.35531741828088936
1925,-0.44886722423751646,-0.3744860653344739
1944,-0.44626116149730866,-0.37139779734433986
1964,-0.44913010899794603,-0.373606655690085
1983,-0.46508431780645587,-0.3903130739090894
2003,-0.46729883294954355,-0.3905988871311754
2023,-0.4649190857940191,-0.3886075546138237
2043,-0.4884553463595003,-0.41153146827193243
2063,-0.4878201086719214,-0.41147618371690253
2084,-0.48970868645744403,-0.4127863999166461
2105,-0.4928626163113119,-0.4145806698838719
2125,-0.5129743229468016,-0.43460077971517386
2147,-0.5191215212216322,-0.4408152362938589
2168,-0.519540257314441,-0.4415422553804902
2189,-0.5213404479077806,-0.4428326959399538
2211,-0.5247693614645055,-0.4445240088475959
2233,-0.5290578210665249,-0.448835322067497
2255,-0.5566548393331257,-0.4765383067350868
2278,-0.5616967640125878,-0.4822661908966204
2300,-0.5672149630114767,-0.4869185742183877
2323,-0.5742270496011432,-0.49384301138773523
2346,-0.5803009101081731,-0.498557925744775
2370,-0.589968834598273,-0.5078595694322461
2393,-0.5946990527648603,-0.5131721022653464
2417,-0.6037786500151459,-0.5215654058945081
2441,-0.611907119483309,-0.5295812543832685
2465,-0.6200442395047512,-0.5367732805909489
2490,-0.6284876372385124,-0.5451284455512351
2515,-0.6155866271820454,-0.5327889603193121
2539,-0.6227125192345957,-0.5392609826567485
2565,-0.6386205087909049,-0.554894367435101
2590,-0.6501272921677757,-0.5661037866679095
2616,-0.6635056774654977,-0.5793504939800425
2642,-0.6749254666375446,-0.5905649834194389
2668,-0.6629140449725295,-0.5782461628417543
2695,-0.679443747486804,-0.5942907778297748
2721,-0.6925189250562926,-0.6072131449629357
2748,-0.7077134236011338,-0.6222768053334926
2776,-0.7003188297758483,-0.6137705599673433
2803,-0.7174541059030579,-0.6314490306962393
2831,-0.7058160062131087,-0.6192263612001483
2859,-0.7255972514288924,-0.6399385469383514
2887,-0.7469368968737804,-0.6600342982123095
2916,-0.7387425531733101,-0.6513638091902134
2945,-0.7609788877446215,-0.6740108851607411
2974,-0.7531638963138878,-0.6649547074767863
3004,-0.7774109739880677,-0.6900340795849287
3034,-0.7726855149415428,-0.6852905212322025
3064,-0.7951682699687783,-0.7077986186652101
3094,-0.7940646147238155,-0.7061110752853548
3125,-0.7891757775620789,-0.7011399152933553
3156,-0.819744606194786,-0.7313446569776572
3187,-0.8163189376385525,-0.7281177760665081
3219,-0.8147083486118367,-0.7268248666334243
3251,-0.8451636248006897,-0.756571317005224
3283,-0.848157197055925,-0.7595284823954414
3315,-0.8460587161262261,-0.7576202469087097
3348,-0.8482257429999915,-0.7600520978411307
3382,-0.8511947262938335,-0.7633590474423304
3415,-0.8905709164650428,-0.8020336780096944
3449,-0.8956093760044386,-0.8070330062195019
3483,-0.9011064122487831,-0.8120925306352813
3518,-0.908741332299547,-0.8198553208188475
3553,-0.9176905243493483,-0.8296110299518649
3588,-0.9241257834750698,-0.8355437155090364
3623,-0.9330354659164186,-0.845040064196569
3659,-0.9434589685888568,-0.8556296708533999
3696,-0.9549544538430528,-0.8664794422245805
3732,-0.9630516186819866,-0.8754620866187262
3769,-0.9424252283381591,-0.8548168923435444
3807,-0.9614088060730976,-0.8736079867563538
3844,-0.9762487332996983,-0.888628742007203
3882,-0.9946704329914553,-0.9068484787843332
3921,-0.9732281203523554,-0.885877468174809
3960,-0.9962629196241375,-0.908736367743491
3999,-1.0177501443177217,-0.9309350567132135
4039,-0.9998847808396691,-0.9130039556820604
4079,-1.026515611247289,-0.9396930066436351
4119,-1.0467840056545628,-0.9609429590319385
4160,-1.0386024475574285,-0.952660300683787
4201,-1.0622479165799366,-0.9770134213544068
4243,-1.0574676693453204,-0.9718543483590496
4285,-1.0451867416323175,-0.9600641978127449
4327,-1.079979515963032,-0.9955085051859367
4370,-1.072985988814029,-0.9881765354188552
4413,-1.063817033998463,-0.9795090761603635
4457,-1.1058943495969036,-1.0221192572067181
4501,-1.1038473056671165,-1.0209359015309385
4546,-1.1039850848649175,-1.0209884098289193
4591,-1.1025018541065128,-1.02037708150361
4636,-1.1015225753056113,-1.0197063834654285
4682,-1.1060572568698825,-1.0242688365720154
4729,-1.1141649070518742,-1.0329952065415355
4775,-1.1617933790388308,-1.0811518799817685
4823,-1.1301007074055622,-1.0501350366083724
4871,-1.142040883576052,-1.0624562802587674
4919,-1.15382186967065,-1.0751544063389362
4968,-1.1727350772187801,-1.0944434008426374
5017,-1.1909139300934832,-1.1126836380936815
5066,-1.2067839989831928,-1.1290615135777884
5117,-1.1787337666709377,-1.1020107211576402
5167,-1.2037030676708493,-1.127202000465262
5218,-1.2295720826160643,-1.1538725466275999
5270,-1.2061144709558356,-1.1309899408182105
5322,-1.2404777396502906,-1.1663598305382594
5375,-1.220024868427041,-1.146317869609362
5428,-1.2597727200089954,-1.1864496241124565
5482,-1.2453393668945028,-1.1728053828707976
5536,-1.283757589110496,-1.2119137292089794
5591,-1.2806433156913863,-1.20937754993584
5646,-1.2693137805747021,-1.1987075437203316
5702,-1.264036288244502,-1.1946500924557268
5759,-1.3185515424130072,-1.2497270774965825
5816,-1.3250187481310451,-1.2568018836287713
5873,-1.326597714957523,-1.259705788625264
5931,-1.3326513961962734,-1.266320260634246
5990,-1.3433287982269153,-1.2779909954054531
6049,-1.3535303711194775,-1.2881970780084462
6109,-1.3670813280889327,-1.3032519203485577
6170,-1.326441999661263,-1.263282253890969
6231,-1.3471482511460797,-1.2849017594331125
6293,-1.3774421541299624,-1.3158307386419814
6355,-1.4015895984971198,-1.3411941369074416
6418,-1.3684348226682523,-1.3086875526986752
6481,-1.4042733179898645,-1.3455620738110659
6545,-1.3719114943975192,-1.3143766424074261
6610,-1.4211361547715704,-1.3641946292791456
6676,-1.4014343421501483,-1.34528233609114
6742,-1.449614976966096,-1.3943947462401045
6808,-1.4366875985113001,-1.3828767395825565
6876,-1.4289173098411823,-1.3758039423339063
6944,-1.4207025844059995,-1.3685961461590033
7012,-1.4813488062942515,-1.4309467916278908
7082,-1.4881911522095521,-1.4387046617172814
7152,-1.4957958234764757,-1.4468176549862921
7223,-1.50451004030952,-1.4560336245105185
7294,-1.5128685500285428,-1.4661290104728781
7366,-1.465051518020008,-1.418955616567084
7439,-1.4916772197824475,-1.4465715825464223
7513,-1.5241877140437206,-1.4807069896963734
7587,-1.5447615211761718,-1.5019081946112927
7662,-1.5178196984967034,-1.4764685329572558
7738,-1.5583271253063185,-1.5176130978942908
7815,-1.5390531223807864,-1.4998496079723056
7892,-1.5783279268146142,-1.540010967096256
7970,-1.5739617821542327,-1.5369423102674942
8049,-1.5607368495020726,-1.5244500749470404
8128,-1.5440568936975545,-1.5095686578350271
8209,-1.5456885812587515,-1.5111616320546428
8290,-1.6211920237729096,-1.5882349957104829
8372,-1.628763671315503,-1.5975944952696493
8455,-1.636716482340395,-1.6064583326499555
8538,-1.584413878900154,-1.5554483349286876
8623,-1.6177375588710436,-1.5904770615362178
8708,-1.6491073120181472,-1.6222785350428488
8794,-1.6694285107704587,-1.6442441652060253
8881,-1.6433716116450858,-1.6191218219693928
8969,-1.6863828628759112,-1.6632963487304835
9058,-1.669037940114812,-1.6473642630931558
9147,-1.6331041492120182,-1.6123561461802662
9238,-1.706386863354977,-1.6870278124727598
9329,-1.7008973140787118,-1.6831646224537087
9421,-1.6950418721723297,-1.6774409587926078
9515,-1.7037662856258136,-1.6879284690054766
9609,-1.7126657553115594,-1.6973489561381436
9704,-1.7285599201138115,-1.7148936051483616
9800,-1.747156844899611,-1.7342597632214831
9897,-1.685647478417721,-1.67422974033712
9995,-1.7333473655052796,-1.7231143565541416
10093,-1.7677801894106953,-1.7592253591555096
10193,-1.7368385776816417,-1.7286878907720684
10294,-1.784475846178637,-1.7778761916476142
10396,-1.7826659302847583,-1.7772928953162817
10499,-1.771121949480012,-1.7672284255264383
10602,-1.7543992981355583,-1.7512703464904131
10707,-1.7578858324069309,-1.7558308997842555
10813,-1.770565272225447,-1.7701685796967492
10920,-1.7944042317141982,-1.795598569455267
11028,-1.8240567357059572,-1.8259376731952983
11137,-1.8458445182090735,-1.8488246908211305
11247,-1.8048620278788787,-1.8089733520261335
11358,-1.8569885108641788,-1.8626245124926033
11471,-1.8326434789748367,-1.8390868327984427
11584,-1.791926936148136,-1.7998680970717453
11699,-1.879230733028817,-1.8883683059942085
11814,-1.8774614697877023,-1.8872717985068448
