Frequency (Hz),Channel 1 level (dBFS),Channel 2 level (dBFS),Channel 1 THD (IEEE) (%),Channel 2 THD (IEEE) (%)
434,-4.944199796596681,-8.146324872153322,0.2522196,0.4826954
448,-4.739232305854493,-7.801425697797853,0.24737094,0.41355675
461,-4.63565278321289,-7.598099944438477,0.21959211,0.37718275
476,-4.507893803183595,-7.3582756554687485,0.304566,0.4429429
490,-4.280098672436523,-6.99495243724121,0.18869606,0.29585803
505,-4.181795598842772,-6.745936873828125,0.26229414,0.28935885
521,-3.913778542441406,-6.302742242592775,0.20080549,0.21802382
537,-3.6546084905615217,-5.828487160893555,0.13639896,0.17882217
553,-3.4435567842919923,-5.423008915600587,0.21146394,0.22899666
570,-3.2030966318505847,-5.051688435073242,0.1950869,0.30532566
588,-3.0069200993505873,-4.74490141907129,0.14990203,0.21228087
606,-2.7832314978710926,-4.429608580966796,0.18548948,0.1522495
624,-2.7304656476806635,-4.327492953129884,0.093563266,0.17094734
643,-2.515216589141602,-4.138478040611329,0.09655603,0.08779676
663,-2.292979476020509,-3.913378000429688,0.17310661,0.1583998
683,-2.110556125545898,-3.7373070682226555,0.11833025,0.10275685
704,-1.9158051044287099,-3.5305116179267593,0.11315089,0.1432003
726,-1.6688523289746087,-3.424201488452148,0.062706575,0.076495424
748,-1.2269132152490236,-2.9931533338134777,0.07525925,0.096989766
770,-1.1620795747998045,-2.867807149583008,0.0880068,0.12927249
794,-1.1004755472119143,-2.8810412886376966,0.066525415,0.10541942
818,-0.9647564907910144,-2.7264719009794938,0.072662346,0.10371132
843,-0.6492972366015621,-2.397262572887694,0.050060377,0.049396273
869,-0.4973800180078136,-2.2958838937929684,0.057655737,0.097134225
895,-0.036103725051756186,-1.8269028669091796,0.04183407,0.07068528
922,0.4967863560263659,-1.175294160904297,0.06901793,0.093090884
950,0.8643295764277354,-0.6317036148935564,0.048735082,0.067888156
979,1.1069653052294939,-0.3133385181728521,0.048554868,0.049227465
1009,1.3565082553847674,0.0,0.025979359,0.04670757
1039,1.5462849143857404,0.25342249873964917,0.027673589,0.035627183
1071,1.6092972758339847,0.27073001833007737,0.030977294,0.038538277
1103,1.6253120901162106,0.23858571098730508,0.023977827,0.047007892
1137,1.4984064102158214,0.041247367891600106,0.025110278,0.050883386
1171,1.3089001182851554,-0.24092841174218904,0.026410643,0.027568184
1207,1.1004207130654287,-0.38464570058788894,0.014411079,0.03622622
1243,0.6964871878808587,-0.6082608699775385,0.036058746,0.1156505
1281,0.24668192902734276,-0.9231483939355485,0.044204555,0.04764762
1319,0.10497474549316266,-0.9482970205419932,0.057601195,0.05622782
1359,-0.12674093294433675,-0.8983278272851578,0.030661173,0.030321069
1400,-0.4653964078857413,-1.1973681452294933,0.05672808,0.03329085
1443,-0.9322190265527333,-1.7484192823876938,0.04574918,0.058716193
1486,-1.2516629669677748,-2.1833083637988295,0.0429094,0.045891166
1531,-1.6377220130371093,-2.793771742680665,0.05753978,0.0724777
1577,-1.8952066886425776,-3.0541865865869156,0.08617289,0.09107689
1625,-2.0061213988867195,-2.844549418051759,0.07409133,0.06137812
1674,-2.020077224892578,-2.7654676481689435,0.048048347,0.054850966
1725,-2.212285276914063,-2.6982257321679697,0.059443276,0.06412844
1777,-2.270247458188475,-2.7852287282421884,0.084711365,0.072055824
1830,-2.3856327582373034,-2.8204033414599614,0.07812134,0.063393116
1886,-2.422436946508789,-2.6631014324023425,0.053648144,0.04188563
1942,-2.5958435547167973,-2.5708878005957025,0.06874443,0.0830495
2001,-2.6695125114746077,-2.211496595600586,0.076585814,0.057560176
2061,-3.0580487251660173,-2.0796547038330075,0.06628699,0.054356117
2124,-3.72329115975586,-2.332022428862306,0.065055095,0.058193155
2188,-3.508000146484374,-2.837418790302735,0.0685181,0.05641825
2253,-3.4235413122802747,-3.2190010579345696,0.06281754,0.05691965
2321,-3.4516372692041024,-3.0645680392626957,0.086295374,0.07265552
2391,-3.487225999340822,-2.833843229472656,0.07584283,0.052597754
2463,-3.667566072753907,-2.815135245415039,0.065696016,0.056656945
2537,-4.065285444897462,-2.7033793898876937,0.064347826,0.036565673
2614,-4.564329384638672,-3.029306642480467,0.0961268,0.03908097
2692,-5.159119358251953,-3.3831717998486326,0.077742256,0.032998133
2774,-6.298759219887696,-3.8978135523437487,0.106902726,0.034472406
2857,-7.257066011406248,-4.8781111221826166,0.09036454,0.06080424
2943,-8.002830283056639,-7.123800060913087,0.07635074,0.039374758
3032,-9.403000582250975,-10.379619358041992,0.07478601,0.112523384
3123,-8.093517063901366,-14.099744584545896,0.068814516,0.10407956
3217,-6.56835101513672,-16.81903719675293,0.055989977,0.23584047
3313,-5.3021533525048845,-18.877091666772458,0.060882762,0.291489
3413,-4.4278852893212886,-15.766846868774415,0.05779222,0.16225936
3516,-3.5045802458984383,-13.78581115852051,0.045696743,0.19585027
3621,-2.8485305039306645,-11.977007621459961,0.050390523,0.08486898
3730,-1.196837187138673,-10.125109435610355,0.14797649,0.36552948
3842,0.16072488047363365,-7.707966563720703,0.07933624,0.14891814
3958,0.7759416352050792,-6.527916215283202,0.20808072,0.2593499
4077,1.7182371658691409,-5.197585827734375,0.2530868,0.31899282
4199,2.314467688818361,-3.8409445366943373,0.3740767,0.43273252
4326,2.218420269580079,-3.085858130957032,0.6753567,0.6845445
4456,1.4413526098876943,-3.4222643395117203,0.738776,0.72987646
4589,1.0241491753271497,-3.6113598142822276,0.6712542,0.706091
4727,0.6774165584716805,-3.1879813654980467,0.25877538,0.26235119
4869,-0.09141803028320439,-1.9796540445800765,0.0945085,0.09770539
5016,-0.7736833126269538,2.0535242369628897,0.23192713,0.12429096
5166,1.586302517578126,5.02625917536621,0.171914,0.08821639
5321,3.3876116278320296,4.457577959130859,0.06690502,0.06474038
5481,2.9174549089355466,3.679436962182617,0.014633794,0.02357592
5646,2.380402799999999,3.0264236910400406,0.020308595,0.027500058
5815,2.618561028759764,2.4657099166503897,0.017879479,0.032374468
5990,2.8795268866699217,2.1681397439453107,0.017352808,0.026186246
6170,3.2797672479248057,2.2297995479003916,0.03195155,0.015716212
6355,3.4715297484130865,2.3813636114990224,0.034839798,0.017222008
6546,3.4572756507080094,2.3340800285156256,0.044066627,0.03400999
6742,3.509954641992188,2.296769377124022,0.041607495,0.019464696
6945,3.834158617211912,2.344941859887694,0.034103215,0.04526865
7153,4.249010315576172,2.4469769204833973,0.021717694,0.011046768
7368,4.737536683862306,2.2716343015625,0.09300476,0.065451205
7589,5.568807886352538,2.1517198290283197,0.062185526,0.04647243
7816,7.271645343896484,2.683134271264649,0.0579654,0.03363496
8051,8.2883308350708,3.7717893007568364,0.10817377,0.031528883
8293,9.287712302124024,4.870347288696291,0.044909503,0.03284278
8541,10.204633996484375,5.2275850995117175,0.0710469,0.025276948
8798,9.771834581457519,5.339371914013672,0.08233391,0.030227574
9062,8.866416740429688,5.0386112057861325,0.08340982,0.026048006
9334,8.022250387353516,4.231443609399413,0.08646727,0.036495633
9614,6.509662354711914,3.0224406345703123,0.04603996,0.023289228
9902,4.68333414675293,2.750014058911134,0.02851456,0.00831847
10199,3.453945924877928,2.420167703979491,0.039548043,0.013676066
10505,1.2724497044677747,2.0423833925292953,0.020259693,0.0072956393
10820,-2.414513381713867,1.627170337231444,0.015169204,0.0055592684
11145,-7.549094467675783,1.2309501500976552,0.0055793747,0.0061219414
11479,-8.221387132153321,-0.10844830002441341,0.011971278,0.0010006074
11823,-3.8337428271972662,-1.8578183478027341,0.0047296416,6.065602e-06
12178,-2.0346243671630866,-2.8498218636474597,0.0047296416,6.065602e-06
12543,-0.9172875654052746,-2.0367973276367195,0.0047296416,6.065602e-06
12919,-1.1875808060302724,-2.1884405197753907,0.0047296416,6.065602e-06
13307,-1.3777892351318357,-2.2831075619384755,0.0047296416,6.065602e-06
13706,-2.4268014812744134,-2.6455424213378897,0.0047296416,6.065602e-06
14117,-4.766707204296875,-3.747499196679687,0.0047296416,6.065602e-06
14540,-5.880023236987306,-4.084886792041015,0.0047296416,6.065602e-06
14976,-7.986711204711913,-5.198835115869141,0.0047296416,6.065602e-06
15425,-12.362249124389649,-6.947887135498046,0.0047296416,6.065602e-06
15887,-15.824373969018552,-10.889864171118163,0.0047296416,6.065602e-06
16364,-20.157739429125975,-13.380931101391603,0.0047296416,6.065602e-06
16855,-18.383424991088866,-12.854861979174807,0.0047296416,6.065602e-06
17360,-17.808824324194333,-15.686194202124021,0.0047296416,6.065602e-06
17880,-14.525227314526369,-19.09193254963379,0.0047296416,6.065602e-06
18416,-15.452900636059567,-20.753227921264646,0.0047296416,6.065602e-06
18969,-19.851915119555663,-19.390237047192386,0.0047296416,6.065602e-06
19537,-20.998767661547852,-19.233116841821285,0.0047296416,6.065602e-06
20123,-21.001251888061525,-20.698071260424804,0.0047296416,6.065602e-06
20726,-22.283632011010745,-20.459653643725588,0.0047296416,6.065602e-06
21348,-25.019647681274414,-22.512783058422855,0.0047296416,6.065602e-06
22000,-25.69081396862793,-25.324899705932616,0.0047296416,6.065602e-06
