Frequency (Hz),Channel 1 level (dBFS),Channel 2 level (dBFS)
24,-26.17369406357271,-25.968974847308353
25,-26.076284598498674,-25.825267782203582
25,-26.00100390069573,-26.04390269214776
26,-26.143433459483255,-25.932586079621075
26,-26.058078061303583,-25.886962341013728
26,-26.052458131228,-25.695732221834533
27,-25.79418799910451,-25.600611813798103
27,-26.076389548948463,-25.72267825967767
28,-25.938570129049346,-25.60396485019693
28,-25.917527746351666,-25.593477810788535
28,-26.019097192362693,-25.6915026853764
29,-25.653761156498128,-25.323011144646387
29,-25.94467736091243,-25.38288389049884
30,-25.99973630183341,-25.312844812518513
30,-25.93399449431628,-25.480123406360427
31,-25.72664946240053,-25.18380087042545
31,-25.574918865616176,-25.075874635953703
31,-25.680122049190288,-25.263365103797604
32,-25.55805798310947,-25.00183012419666
32,-25.499250458387877,-25.01371491756442
33,-25.483087855829737,-24.747085502499758
33,-25.448036380608656,-24.901485665590478
34,-25.39730987725771,-24.711806803147425
34,-25.317813190493446,-24.567987593069773
35,-25.231510027176107,-24.349729607198938
35,-25.21453352603237,-24.298428109033225
36,-25.14288660672254,-24.32143924885858
36,-25.123990810538558,-24.283184632710814
37,-25.088933252488083,-24.136725693227532
37,-25.016998119329386,-24.27108280251062
38,-24.893695145093552,-24.003136268666594
38,-24.907424727529282,-24.176335316957505
39,-24.723030265435746,-23.79658507780659
39,-24.689227746570737,-23.723910440041642
40,-24.64654739091059,-23.838027280967275
40,-24.667075404487896,-23.834047120480953
41,-24.51760396182695,-23.53311904198889
41,-24.43532446533831,-23.433533191128966
42,-24.215404687281854,-23.385865055694232
42,-24.130493055082447,-23.33395905768193
43,-24.186549968385734,-23.32970021814787
44,-23.951140560948765,-23.168519842876883
44,-23.942392368694975,-23.103112223617785
45,-23.814894696146247,-22.912941689181153
45,-23.94301765017596,-23.03179152644909
46,-23.66811591557608,-22.80418538061995
47,-23.51171228029601,-22.638499840059424
47,-23.475650760590376,-22.6236074083968
48,-23.254974782120854,-22.430370758174085
48,-23.211969984676024,-22.533194888147968
49,-23.163842367512522,-22.324609368083657
50,-22.845344318684155,-22.215157008933673
50,-23.022546967970506,-22.140553027236393
51,-22.709836564701135,-22.101948111651495
52,-22.668468020547145,-21.890191923368853
52,-22.719790580214266,-22.088217681423785
53,-22.362578300284028,-21.727627828147845
54,-22.142165954265998,-21.638573144268896
54,-22.42427196776643,-21.858904162032488
55,-22.21316795227466,-21.707037930783315
56,-21.864920829067188,-21.471419408687645
56,-22.052577868923592,-21.64035338417475
57,-21.882566478266916,-21.554643840097327
58,-21.685496667857187,-21.380052017365003
58,-21.630464654562445,-21.322470882729966
59,-21.124769168733728,-20.892154253206478
60,-21.039188494665908,-20.860413388632416
61,-21.150526266332022,-21.012470003311627
61,-21.38996438453684,-21.23555277112795
62,-21.049632160452433,-20.909509756495396
63,-21.105892343549094,-21.017281454583234
64,-20.809473713720706,-20.750997570016793
64,-21.605579311959545,-21.681809360047986
65,-20.672709332455,-20.47163270613393
66,-20.999844256007464,-20.863803915200705
67,-20.64430217648318,-20.575522407620234
67,-20.83329964666958,-20.660578194547945
68,-20.816116225083555,-20.640329540583373
69,-20.704848684552772,-20.535577013731647
70,-20.71454276690794,-20.49531509325822
71,-20.71306829766143,-20.456571453416643
72,-20.711695873167322,-20.420617190491193
72,-20.73206713769749,-20.39987185503754
73,-20.741681949135348,-20.366398003103384
74,-20.780752934402244,-20.356188904953143
75,-20.88408318706032,-20.358057962424773
76,-20.853488883481603,-20.296659422559067
77,-20.851467236677216,-20.196572176050523
78,-20.884239580442987,-20.16095112250558
79,-20.936260648480435,-20.148191714964852
80,-20.921606277366706,-20.096211319600656
80,-20.905601695360176,-20.060766399007434
81,-20.951720409058538,-20.0588837650079
82,-20.93558477996759,-19.994943531032227
83,-21.000017237219573,-19.951019686945465
84,-20.96559491031543,-19.919372201837042
85,-21.033970422617188,-19.88877180529868
86,-21.046183240991986,-19.854908035816443
87,-20.99379568014634,-19.758743081190516
88,-21.091324905530932,-19.832449801698857
89,-21.081193931590484,-19.77163770456
90,-21.116812395387598,-19.72171648511538
91,-21.13545823908295,-19.70587708102402
92,-21.15731795900149,-19.688952147464484
93,-21.15484009543892,-19.644366274734594
94,-21.160899612332557,-19.617270885928228
96,-21.228027606672228,-19.58223189319881
97,-21.25103224905841,-19.570391596152234
98,-21.27754054660968,-19.5646230558919
99,-21.339389331369716,-19.593425541464562
100,-21.410593551912662,-19.6003032153924
101,-21.46295723465626,-19.602304281441036
102,-21.52692002608228,-19.647876743180774
103,-21.593815342071146,-19.66124757551008
105,-21.722209275157333,-19.72904201794492
106,-21.742031726515208,-19.75447846599755
107,-21.81111936873917,-19.783577402441438
108,-21.875829114595952,-19.849402732526457
109,-21.95394145001893,-19.908155119820456
111,-22.01425819740146,-19.957779370059818
112,-22.053189580004734,-19.9882960079754
113,-22.07659691767671,-20.037065526928593
114,-22.143487307983023,-20.07946340028088
116,-22.185773736381087,-20.12905709997149
117,-22.232470249866232,-20.146957240552283
118,-22.259959791960682,-20.184432691968958
119,-22.28125151120436,-20.195745334331015
121,-22.33526247610728,-20.230055285648
122,-22.3741626087362,-20.24866068293963
123,-22.410857732660432,-20.307349347814522
125,-22.54115947497648,-20.39011123502023
126,-22.539069629022173,-20.375564134653892
128,-22.632822314762123,-20.481705079716093
129,-22.650992159331928,-20.484748662446236
130,-22.675398193149746,-20.51144488628247
132,-22.762368794716174,-20.60002157213399
133,-22.778400194601574,-20.641071929326763
135,-22.878744765584294,-20.740943896804964
136,-22.872653894053812,-20.760823397980836
138,-22.93348459771969,-20.836431040144376
139,-23.007053076954655,-20.914415728692155
141,-23.088568401497312,-21.000187089706237
142,-23.124932727138464,-21.053087016606746
144,-23.202688071726648,-21.14130055941903
145,-23.200418889505357,-21.15512039485027
147,-23.258007010293014,-21.227736994407387
149,-23.289587144317053,-21.2463395261179
150,-23.365946387658326,-21.307940118545375
152,-23.439266111480094,-21.370474118850716
153,-23.50790775845376,-21.41174336403629
155,-23.566971300590545,-21.474196377219876
157,-23.693669066866015,-21.577347139600874
158,-23.730677682838582,-21.61699711047374
160,-23.779685973225007,-21.658797442306856
162,-23.87039111459557,-21.745526189898968
164,-23.985350965173424,-21.811991762757224
165,-24.05967176501718,-21.86294819676192
167,-24.18413384679618,-21.944353818757328
169,-24.23715373324498,-21.976842708807396
171,-24.38327743132251,-22.09592680399615
173,-24.40285817936472,-22.086439580366516
174,-24.47297756794886,-22.1552900399331
176,-24.542227975456115,-22.20784712609118
178,-24.593522997882424,-22.245623132465873
180,-24.61770554230072,-22.27850565988613
182,-24.64837898308965,-22.33586809969183
184,-24.70309503232494,-22.425960453219858
186,-24.60338051167202,-22.4199957132086
188,-24.575498994955517,-22.452505727392293
190,-24.46325771978234,-22.493372130465247
192,-24.41448852305433,-22.53871838750483
194,-24.29225183578867,-22.60032388671172
196,-24.078517729445238,-22.577180017611596
198,-23.806986012951256,-22.60659255036817
200,-23.72942223722496,-22.721076135793716
202,-23.619064078696375,-22.908992312975855
204,-23.43312179824254,-23.028290916667572
207,-23.193041309448503,-23.342089121702237
209,-22.985631672868323,-23.492730011657407
211,-22.833658980844547,-23.718549358812886
213,-22.744013938113312,-23.953401316108405
215,-22.762759596815485,-24.192647393877955
218,-23.075103784803318,-24.519034364576477
220,-23.328843471414956,-24.572248709699267
222,-23.785514659538364,-24.67630615250325
225,-24.519898055289445,-24.66153580819227
227,-24.96471907734181,-24.50517299523161
229,-25.358124232938053,-24.407811553453833
232,-25.68332618281881,-24.11496770614439
234,-25.732596678300226,-23.933176418577183
237,-25.57615775002474,-23.650661557665174
239,-25.42485398893301,-23.493099563193873
242,-25.135507669532686,-23.33733598213577
244,-24.847633863243807,-23.17593176568233
247,-24.557456418221577,-23.009631045029707
249,-24.368820594086642,-22.866062855835487
252,-24.06283349593582,-22.4083808021852
255,-23.845432478386115,-21.901377278653825
257,-23.600203336313413,-21.491105296687536
260,-23.39480938390369,-20.98074427785882
263,-23.241599803651027,-20.50094341819424
265,-23.122244628399798,-20.242820364364384
268,-22.899180217154047,-19.84359805800164
271,-22.58794237873166,-19.44054237355865
274,-22.42468131298348,-19.23303669929509
277,-22.220862997056507,-18.93726344584374
280,-22.013965210076684,-18.698555035722535
282,-21.913799449838656,-18.556055404783386
285,-21.816306456810928,-18.381452147580923
288,-21.587798194500678,-18.1336701078857
291,-21.3290101251551,-17.871182761025267
294,-21.046751000798153,-17.615917514510222
297,-20.69248505640666,-17.298254665114627
300,-20.53515936722701,-17.141636952180434
304,-20.253613355384367,-16.84735173377817
307,-19.999833064499136,-16.626505650585557
310,-19.7598514136888,-16.42589298890841
313,-19.658898994176432,-16.303058559982425
316,-19.462986664283427,-16.098521709717183
320,-19.208420564841518,-15.85430792643528
323,-18.959910149384136,-15.62615514325084
326,-18.778491398941703,-15.443196389950268
330,-18.410767423536093,-15.121952305691414
333,-18.028143235234992,-14.819600338137077
336,-17.715550791777652,-14.566380563986469
340,-17.40667255202394,-14.294305536515141
343,-17.326311271501844,-14.188699650060352
347,-17.087098969626943,-13.945872226065623
350,-16.914138284518195,-13.781065554694633
354,-16.566369366677996,-13.473028227074662
358,-16.299995928831578,-13.220687683407254
361,-16.113723148581812,-13.054564951045615
365,-15.7405463826637,-12.761235026247578
369,-15.272194396125775,-12.365110877654557
373,-14.923112482204322,-12.062033921948329
376,-14.662421993593346,-11.838581661227133
380,-14.362214920311837,-11.586589302005558
384,-13.983747760118126,-11.25498275351135
388,-14.040079359275053,-11.237545199347101
392,-13.775039339250908,-10.98584059665607
396,-13.49142983961846,-10.749817150688708
400,-13.205704319109254,-10.508891656828366
404,-13.037849505444973,-10.347734564556239
408,-12.643361839912691,-10.034529625169323
413,-12.261859972923263,-9.672376066155229
417,-11.939670600197557,-9.407187999443616
421,-11.82418406762868,-9.284963479439822
425,-11.314521361918581,-8.87446411337523
430,-10.624430961392667,-8.285909181578342
434,-10.328343987057965,-8.047741657132159
439,-10.031105083978629,-7.783579791861584
443,-9.59069603460207,-7.407769070660001
448,-9.706635902990817,-7.441330407158246
452,-9.343444680957107,-7.120077137845618
457,-9.088462161745559,-6.8868758711533555
461,-8.862123478933652,-6.6564203226201
466,-8.355831057917035,-6.228317470948063
471,-8.153196814775026,-6.0464162275865
476,-7.876934605797844,-5.775194196411883
480,-7.411201531357106,-5.363434926080135
485,-7.238133639805087,-5.176981217991981
490,-6.721067702201994,-4.782230122101108
495,-6.362155985110091,-4.483616183803342
500,-6.012943384076156,-4.195863443787063
505,-5.609662847815047,-3.836552235575276
511,-5.407277063635519,-3.622488989810467
516,-5.106061076964382,-3.359361110877245
521,-4.792279022740276,-3.0830804628498996
526,-4.261343080565693,-2.6355345988948145
532,-4.267208602750559,-2.6286401245812794
537,-3.631078770187397,-2.1285477704750217
542,-3.265197389241351,-1.83393314855671
548,-3.1737429563281445,-1.7784597449917445
553,-3.311479695995197,-1.9051014295518511
559,-2.6944817883747323,-1.4631144733798624
565,-2.300125517732356,-1.187104600142237
570,-2.104950471324747,-1.0431120827141491
576,-1.8224459789462646,-0.848336871002827
582,-1.6842587966776978,-0.8139323230611808
588,-1.7650825985014906,-0.9575774320108961
594,-1.5472035059160767,-0.8366875719317894
600,-1.4809159221180606,-0.9010524324224969
606,-1.254369739358598,-0.7694648381828806
612,-0.8111110074758194,-0.42036640529440916
618,-0.9680206758560796,-0.5815290209409865
625,-1.1549396733048454,-0.713188797854639
631,-0.8811161863884998,-0.39968183302225313
637,-0.6547211252624052,-0.15807848926987944
644,-0.7374985041296211,-0.3015527294708873
650,-0.727373022541224,-0.2802758934825924
657,-0.5273973406930317,-0.14870038605254354
663,-0.3960358631841121,-0.025193341669634606
670,-0.38574687518763184,0.0
677,-0.5846450014888314,-0.21374703798502193
684,-0.45848143861265456,-0.03563707354348011
690,-0.4762800514170493,-0.019198168196135512
697,-0.5823625874536358,-0.09257585538167934
704,-0.5931367467425535,-0.15804645141687068
712,-0.954141141144861,-0.4353888406481605
719,-0.8628404118517841,-0.27836020138894924
726,-0.8299851328334986,-0.2701884622205153
733,-0.9766548335062737,-0.3473848074413146
741,-1.0600980096839132,-0.4017017430212233
748,-1.0958966275280968,-0.37729231529116447
756,-1.123841573901668,-0.4298571197545833
763,-1.2115334414182524,-0.5123046203647945
771,-1.296651678889237,-0.6335882339986885
779,-1.2014953827416566,-0.5305148063435912
787,-1.2015663153068479,-0.6537592868255535
794,-1.0415209647870904,-0.5486806116839391
802,-1.3747506160780585,-0.8766416014910128
811,-1.4105777961527899,-0.8627665661700963
819,-1.4777020001634726,-0.9681078223362025
827,-1.7115853413975355,-1.1549763885492528
835,-1.70538072945231,-1.1061362198344238
844,-1.9033483460065428,-1.260035033725826
852,-2.2060623344488466,-1.5230343113756835
861,-2.5900587321781376,-1.7891064772202885
869,-2.727726443142389,-1.8567189896640741
878,-2.9931688254637017,-2.086778425901281
887,-3.2311396240792636,-2.2250899926774093
896,-3.400040822857255,-2.300962094944369
905,-3.5064826130358906,-2.3422076304632053
914,-3.744568717805832,-2.5501848042298283
923,-4.0593244693977155,-2.72362236374658
932,-4.15991184721539,-2.7968749408673474
942,-4.503886884583784,-3.0964911279331186
951,-4.500458207384099,-3.097624747240358
961,-4.555026577630782,-3.1834504696516817
970,-4.725364862635834,-3.3417449953313145
980,-4.8421886282294455,-3.5480669759061385
990,-4.932339162426297,-3.6796586571144223
1000,-4.763944197714126,-3.6599474575240922
1010,-4.78646588249436,-3.901525085800044
1020,-4.897385761307822,-4.1506773516351245
1030,-4.883830064597786,-4.351857281997647
1040,-4.8624172953158205,-4.476403472654097
1051,-4.864668920594092,-4.494244403211688
1061,-5.001753793985495,-4.623705323860328
1072,-5.053359525606826,-4.6740988252987865
1083,-5.048903729299672,-4.740494350843383
1093,-5.158024792449298,-4.928320348777401
1104,-5.253886046137136,-5.110222385888404
1115,-5.255694867195118,-5.216295591830978
1127,-5.287311992788062,-5.332418194091012
1138,-5.375702357161147,-5.483140882235942
1149,-5.534866988249641,-5.688439054700103
1161,-5.5667801513506046,-5.840816288804078
1172,-5.55892208374137,-5.85763816326701
1184,-5.7212854777165205,-6.049442713516582
1196,-5.872255897180361,-6.186432191309782
1208,-5.989302628849055,-6.327998693957088
1220,-6.08506870880875,-6.392421600555474
1232,-6.236114186080284,-6.616735586644049
1244,-6.328571951775203,-6.713540500719992
1257,-6.508488872989334,-6.88712022522421
1269,-6.599867747766675,-6.950276749533582
1282,-6.7296290914670855,-7.139063418226787
1295,-6.821149108361849,-7.245951856078484
1308,-7.029152614081276,-7.435724422698941
1321,-7.081609264118304,-7.514408784316208
1334,-7.314639444357422,-7.6940988123676775
1347,-7.402174312873681,-7.8466444993180335
1361,-7.584268435207482,-7.969261938753849
1374,-7.749264510824824,-8.055404206798471
1388,-7.825843227665414,-8.175566158224013
1402,-8.09889681298217,-8.345720808053445
1416,-8.223464716922116,-8.44471970529674
1430,-8.495499718986071,-8.61646502394461
1444,-8.55455215067383,-8.693931163951548
1459,-8.698820227075146,-8.754538712004406
1473,-8.71229955866487,-8.850132865190458
1488,-8.645047837257769,-8.98687278892338
1503,-8.606829827625873,-9.135048537896381
1518,-8.683324325491878,-9.388179077143443
1533,-8.875634627982333,-9.546656053551766
1548,-9.070463756109195,-9.726574507401983
1564,-9.241330765758873,-9.824156872965451
1579,-9.402014629754905,-9.923396001451993
1595,-9.601193160992013,-10.054680949385475
1611,-9.843028719725135,-10.246998718241096
1627,-10.000710170229258,-10.341406322369089
1643,-10.185360318243827,-10.412435449928996
1659,-10.400038458811649,-10.617295040224677
1676,-10.620240362657468,-10.755745023926053
1693,-10.825256252828709,-10.87394137794407
1709,-10.987720133338662,-10.911340592902011
1726,-11.236967953464319,-11.041119123030942
1744,-11.461023950784908,-11.065325599982739
1761,-11.631317252337084,-11.094811795911008
1779,-11.815847890865532,-11.121295884656448
1796,-12.017022919097455,-11.14884336420089
1814,-12.158185455975255,-11.150323724647803
1832,-12.393070448511699,-11.211900800936288
1850,-12.548451255869546,-11.168867944151609
1869,-12.808205267925393,-11.131943333560875
1887,-12.972954030020274,-11.029397476943869
1906,-13.160809425827859,-10.845131008835649
1925,-13.347473243508647,-10.617625689936789
1944,-13.45873943691018,-10.377806214069835
1964,-13.62738115422741,-10.289466067009348
1983,-13.609796232987803,-10.297520174050797
2003,-13.754836115533001,-10.462470678280697
2023,-13.805848752571778,-10.645414235183157
2043,-13.880785678981232,-10.860998411165534
2063,-13.950984047644608,-11.067306373686753
2084,-14.066576946128842,-11.252265446973915
2105,-14.214040171259475,-11.474476502426066
2125,-14.282756133487835,-11.641812193525176
2147,-14.453499013698279,-11.821683387167676
2168,-14.615048924065624,-11.987083523085436
2189,-14.67905474358212,-12.02889359818276
2211,-14.859339325445246,-12.170332253598081
2233,-15.022207935922749,-12.398075057693772
2255,-15.160851502506125,-12.594862275503848
2278,-15.221424184302878,-12.660855581872957
2300,-15.436604543918657,-12.8581568052127
2323,-15.39984950855188,-13.01559701875655
2346,-15.544963165816965,-13.135391973166042
2370,-15.653556384954703,-13.302393647655512
2393,-15.744985929023047,-13.563517909268553
2417,-15.65236976244199,-13.638016193224102
2441,-15.815184475466152,-13.741178097817139
2465,-15.807534580056236,-13.847199007034591
2490,-15.894199122705734,-14.072408929743952
2515,-15.895514780344604,-14.107720040785678
2539,-16.056092430872233,-14.332152307629167
2565,-16.12109237355365,-14.656752655175188
2590,-16.19420908398598,-14.870022019637984
2616,-16.39441815469256,-15.186766437664202
2642,-16.489833125548657,-15.433218163381722
2668,-16.57678171248704,-15.624938579990806
2695,-16.792452773607287,-15.849501112185335
2721,-16.893796997771467,-16.173284908857497
2748,-16.86166651171345,-16.17637775469671
2776,-17.24905049259246,-16.368041140898463
2803,-17.374773750792244,-16.71834845795388
2831,-17.39717380246077,-16.86631789878888
2859,-17.731667747855553,-17.192602143020977
2887,-18.04771700378297,-17.845780389043078
2916,-18.16170485438434,-18.70070614553842
2945,-18.382052941698063,-19.15650668331166
2974,-18.127270861080206,-19.561762876362735
3004,-17.865475011641266,-19.09854368587599
3034,-17.958023681974552,-18.74769795816718
3064,-17.710478367265488,-17.942122329186205
3094,-17.721525226762793,-17.29735289068895
3125,-17.590011795731414,-16.834643296707263
3156,-17.438488186189673,-16.371567606197573
3187,-17.205992505504334,-15.883131377632347
3219,-17.065096766821938,-15.591092890534322
3251,-16.731382821573924,-15.285114854630825
3283,-16.45977679136012,-15.05368475260284
3315,-16.094930969064414,-14.937553395686235
3348,-15.684163680756894,-14.731039714901653
3382,-15.519669024428667,-14.959199400771295
3415,-15.077827347681582,-14.750591481917253
3449,-14.876892481761208,-14.72279622115227
3483,-14.531975226160645,-14.769470375608902
3518,-14.28036788389977,-14.642589773186925
3553,-14.108738126969632,-14.633564628046996
3588,-13.970735119675952,-14.596189778138877
3623,-14.054342531093178,-14.703946539428165
3659,-13.883391773198388,-14.718213035957119
3696,-13.724893668063592,-14.741208457752139
3732,-13.456251636724199,-14.733128505443501
3769,-13.218928547921019,-14.565640545605907
3807,-13.01420993238226,-14.484305794391004
3844,-12.775446132249902,-14.254647250827093
3882,-12.619786450525323,-14.07448798210722
3921,-12.423588505250242,-13.972607535619334
3960,-12.36154473016458,-13.903999308770901
3999,-12.052111691384495,-13.768140080436664
4039,-12.087866384509466,-13.874293808976732
4079,-11.896176971196438,-13.743618097303367
4119,-11.84263210184646,-13.71160170234605
4160,-11.692178042855005,-13.772053990808656
4201,-11.526619210610345,-13.645314734237031
4243,-11.487080243303462,-13.719679808277894
4285,-11.299007709038156,-13.682230755168137
4327,-11.090306951606467,-13.517568843136791
4370,-11.096450413209267,-13.492720799401331
4413,-10.91250689432302,-13.265356124622711
4457,-10.798125292521313,-13.138619415956741
4501,-10.734568503495032,-13.138454295834597
4546,-10.58443407707332,-13.044069961918533
4591,-10.591682788782277,-12.995226741068825
4636,-10.345321264382859,-12.825616176973634
4682,-10.217945731933527,-12.621812826325465
4729,-9.954637970854655,-12.322016705079362
4775,-9.688427911692722,-11.965972632763362
4823,-9.214198549150314,-11.53399168791671
4871,-8.625278190366748,-11.077556692841254
4919,-7.805604207965997,-10.530134898285242
4968,-6.804367625709952,-9.960015118677925
5017,-5.803414960145293,-9.470237618100096
5066,-4.850834410212377,-8.948572884567104
5117,-4.09120471540958,-8.561556372797918
5167,-3.294001963956527,-7.655101065670019
5218,-2.7821589164334846,-6.813754602353699
5270,-2.5497725324269798,-6.359595663185264
5322,-2.290463543757191,-5.752791031838219
5375,-2.3159426964273013,-5.532894741716635
5428,-2.1890839590730344,-5.326927490466291
5482,-2.219123193894907,-5.265348753973603
5536,-2.1953508583490624,-5.208090740512924
5591,-2.3247101515060464,-5.18022736299738
5646,-2.452058069535859,-5.152388555494172
5702,-2.4686703485318526,-5.151365628705319
5759,-2.302264824484565,-5.008645848614174
5816,-2.236176700974738,-5.001114404515267
5873,-2.1940806505939285,-5.156346408575098
5931,-2.1630341282722423,-5.272705257825399
5990,-2.250219756383391,-5.453788063292519
6049,-2.5039795646693754,-5.713913976223111
6109,-2.6866982058925704,-5.884131112519302
6170,-2.9686642520854782,-6.069491579766048
6231,-3.1482358527015384,-6.259479424452705
6293,-3.3250572568370256,-6.411342238506046
6355,-3.520081847706333,-6.498223824650227
6418,-3.8260070273901796,-6.677924239326252
6481,-4.144940411681654,-6.925266804927519
6545,-4.665344550471744,-7.418739473063804
6610,-5.300203356084744,-7.96188841481808
6676,-5.894168922155,-8.53176627929598
6742,-6.1767962746159455,-8.829823282483725
6808,-6.30370827861586,-8.975384031737658
6876,-6.629238290883823,-9.25355011362594
6944,-7.260464203511148,-9.677973208002312
7012,-7.901315357937939,-10.070905754943336
7082,-8.524062456063367,-10.338330083954
7152,-8.785209659408398,-10.387667336422204
7223,-8.852186089533182,-10.432730159631701
7294,-8.86713801124229,-10.477236735534383
7366,-9.008715611727476,-10.476959768942947
7439,-9.220337849261053,-10.451742421699679
7513,-9.500299403441153,-10.473136988461983
7587,-9.557397705598785,-10.48863522397969
7662,-9.421586320215456,-10.40146188372452
7738,-9.359763787820503,-10.28162341243017
7815,-9.5621011817989,-10.384309482220276
7892,-9.741911111736837,-10.482657877713528
7970,-9.794054914423741,-10.652555818867315
8049,-9.705843961324845,-10.909132782707532
8128,-9.54376883074934,-11.092016665446618
8209,-9.326463837511783,-11.269895215511369
8290,-9.168707809881091,-11.506866766700094
8372,-9.240616397848084,-12.029439701621788
8455,-9.488071189250672,-12.63044598861102
8538,-9.66698413118704,-13.292438794425744
8623,-9.484244998571855,-13.290972057037342
8708,-9.176117465765788,-12.926184967903614
8794,-8.878739328787841,-12.543399938852863
8881,-8.659527224030876,-12.493902263106557
8969,-8.366397246238243,-12.526196047544987
9058,-7.942197472695719,-12.30287481010207
9147,-7.506567477105174,-11.762077669167779
9238,-6.903513458619241,-10.926845970587413
9329,-6.390192214080544,-10.154061495822676
9421,-5.843540551217911,-9.390186320178502
9515,-5.210207957522504,-8.549260768999948
9609,-4.559849936647895,-7.868473221110678
9704,-4.116540059115138,-7.517918220789296
9800,-4.095250739282379,-7.595789635509339
9897,-4.135418700118892,-7.694656324904983
9995,-4.074218534628132,-7.642051871733804
10093,-4.182521554181005,-7.624596759605426
10193,-4.376574122124534,-7.690098772067614
10294,-4.353441416055746,-7.58441020591316
10396,-4.328995976036358,-7.6571586812619135
10499,-4.4237458874841575,-7.920240271866339
10602,-4.782980247796205,-8.39870869547967
10707,-5.136653058530927,-8.980282955805444
10813,-5.248678883888488,-9.395410817629696
10920,-5.17673357456205,-9.664283107178719
11028,-4.998175471559394,-9.92379982636904
11137,-4.8467790841262435,-10.263397508231854
11247,-4.888258066835407,-10.812606765836419
11358,-4.9414207875479335,-11.322770694584364
11471,-5.315301614320221,-12.085245189691241
11584,-5.850578112037455,-12.71269461692735
11699,-6.354517656165042,-13.339271513119416
11814,-7.432551973646872,-14.941987757174159
11931,-9.161927386661807,-18.082605980069907
12049,-10.813758468889665,-23.45905681326238
12168,-11.790103212408956,-32.740912399496715
12288,-11.732955140131528,-26.29457352659019
12410,-10.847831664938195,-21.317602118171997
12533,-10.30080385859724,-19.798201126564457
12656,-10.551554415161313,-21.62329646405218
12782,-12.116076799984983,-28.862988917303056
12908,-15.003971181274595,-40.30703731346857
13036,-17.460954262973644,-30.57722798644776
13164,-18.20694539797418,-27.207929530561216
13295,-18.238425458517852,-25.968986462709985
13426,-18.015206098589793,-24.890476142166015
13559,-17.632793741928594,-23.417523673877234
13693,-17.620730613049467,-21.86059251903513
13828,-17.6883300634123,-21.16591881818166
13965,-17.749985759737633,-20.82252900124316
14103,-17.691322922858802,-20.517693380094244
14242,-17.620401509137672,-20.603018062650044
14383,-17.706267839625625,-22.248403846048824
14525,-19.01635184869179,-28.202489513835772
14669,-22.67353769225312,-50.01470655656588
14814,-27.626273200001684,-34.04496025848365
14960,-25.95069234942939,-32.33699886313484
15108,-23.75323569381782,-32.32542874226704
15257,-22.570106911768512,-32.54876719634449
15408,-21.83915118046071,-32.540000181308145
15560,-21.546330795204817,-32.793783267258604
15714,-21.20891226920662,-33.10625590716013
15870,-20.508155294217552,-34.128278676756764
16026,-19.809882990468253,-35.76050315193794
16185,-19.02505139103092,-35.96859304468249
16345,-18.879051595685844,-35.44704812256093
16506,-19.324864849640278,-34.62473556345693
16669,-19.970454298117374,-33.62754549759694
16834,-20.4612364116107,-32.847249474686734
17001,-19.791534532077016,-32.30362823251105
17169,-18.760209710125537,-34.33316751915406
17338,-18.42041350813256,-35.022374979885825
17510,-19.036129751087238,-31.23961874122265
17683,-21.030909989559582,-30.418896392953812
17857,-23.210142998561956,-30.95087174256397
18034,-24.910807373657974,-31.38693634323814
